srcStateName,srcYear,Region-wise installation of electricity,"Energy Value Type ( Potential, Capacity, Generation )",Types of Energy Sources,Nature of Energy Sources,Values for renewable electricity,"Types of Usage (Utility ,Captive)",Type of Energy Sector,YearCode,Year
UTTARAKHAND,2011,,Generation,SOLAR,RENEWABLE,0.007,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
DELHI,2014,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
KARNATAKA,2017,,Generation,HYDRO,NON-RENEWABLE,6772.35,UTILITY,STATE,2017,"Financial Year (Apr - Mar), 2017"
CHANDIGARH,2020,NR,Capacity,SOLAR,,40.55,,,2020,"Financial Year (Apr - Mar), 2020"
ANDHRA PRADESH,2020,,Generation,SOLAR,RENEWABLE,21.441,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
TRIPURA,2015,NER,Capacity,SOLAR,,5,,,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2011,,Generation,HYDRO,NON-RENEWABLE,700,UTILITY,STATE,2011,"Financial Year (Apr - Mar), 2011"
CHANDIGARH,2012,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
TAMILNADU,2013,,Generation,COAL,NON-RENEWABLE,20690.13,UTILITY,STATE,2013,"Financial Year (Apr - Mar), 2013"
GOA,2018,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
MADHYA PRADESH,2020,,Generation,SOLAR,RENEWABLE,3496.233,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2013,,Generation,HYDRO,NON-RENEWABLE,0,UTILITY,CENTRAL,2013,"Financial Year (Apr - Mar), 2013"
MULTIPLE STATES,2020,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
UTTAR PRADESH,2020,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2012,,Generation,COAL,NON-RENEWABLE,2710.94,UTILITY,STATE,2012,"Financial Year (Apr - Mar), 2012"
HIMACHAL PRADESH,2020,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
CHANDIGARH,2016,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
JAMMU & KASHMIR,2017,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
MEGHALAYA,2017,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
TELANGANA,2017,,Generation,RENEWABLES,RENEWABLE,40.478,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
MIZORAM,2014,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
UTTARAKHAND,2014,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2014,,Generation,COAL,NON-RENEWABLE,59232.57,UTILITY,CENTRAL,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2015,,Generation,NATURAL GAS,NON-RENEWABLE,97.23,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2019,,Generation,COAL,NON-RENEWABLE,14299.36,UTILITY,PRIVATE,2019,"Financial Year (Apr - Mar), 2019"
MANIPUR,2018,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
CHHATTISGARH,2017,,Generation,COAL,NON-RENEWABLE,47795,UTILITY,CENTRAL,2017,"Financial Year (Apr - Mar), 2017"
CHHATTISGARH,2018,,Generation,COAL,NON-RENEWABLE,47365.53,UTILITY,CENTRAL,2018,"Financial Year (Apr - Mar), 2018"
NAGALAND,2017,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
MANIPUR,2013,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2013,"Financial Year (Apr - Mar), 2013"
LAKSHADWEEP,2020,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
PUNJAB,2011,NR,Capacity,WASTE,,9.25,,,2011,"Financial Year (Apr - Mar), 2011"
MIZORAM,2020,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
RAJASTHAN,2016,,Generation,SMALL HYDRO,RENEWABLE,5.059,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
TAMILNADU,2020,SR,Capacity,SMALL HYDRO,,123.05,,,2020,"Financial Year (Apr - Mar), 2020"
PUNJAB,2015,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
KARNATAKA,2019,,Generation,NATURAL GAS,NON-RENEWABLE,2922.781,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
ASSAM,2012,,Generation,NATURAL GAS,NON-RENEWABLE,1337.72,UTILITY,STATE,2012,"Financial Year (Apr - Mar), 2012"
PUNJAB,2020,,Generation,SMALL HYDRO,RENEWABLE,712.768,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
OTHERS,2018,IN,Potential,SOLAR,RENEWABLE,790,,,2018,"Financial Year (Apr - Mar), 2018"
TAMILNADU,2013,SR,Capacity,WASTE,,8.05,,,2013,"Financial Year (Apr - Mar), 2013"
JHARKHAND,2013,,Generation,COAL,NON-RENEWABLE,6767.1,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
ODISHA,2016,,Generation,DIESEL,NON-RENEWABLE,517.62,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2018,,Generation,NUCLEAR,NON-RENEWABLE,6876.25,UTILITY,CENTRAL,2018,"Financial Year (Apr - Mar), 2018"
A & N ISLANDS,2017,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
CHHATTISGARH,2013,,Generation,BIOMASS-BAGASSE,RENEWABLE,999.347,UTILITY,UTILITY-RE,2013,"Financial Year (Apr - Mar), 2013"
UTTARAKHAND,2013,,Generation,DIESEL,NON-RENEWABLE,174.73,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2014,ER,Capacity,SMALL HYDRO,,98.4,,,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2019,ER,Potential,SMALL HYDRO,RENEWABLE,209,,,2019,"Financial Year (Apr - Mar), 2019"
TELANGANA,2016,,Generation,HYDRO,NON-RENEWABLE,1515.47,UTILITY,STATE,2016,"Financial Year (Apr - Mar), 2016"
HIMACHAL PRADESH,2020,NR,Potential,SMALL HYDRO,RENEWABLE,3460,,,2020,"Financial Year (Apr - Mar), 2020"
TELANGANA,2012,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
MANIPUR,2017,NER,Capacity,SMALL HYDRO,,5.45,,,2017,"Financial Year (Apr - Mar), 2017"
BIHAR,2018,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
ODISHA,2014,ER,Capacity,SOLAR,,30.5,,,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2020,,Generation,NATURAL GAS,NON-RENEWABLE,341.472,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
GOA,2017,,Generation,DIESEL,NON-RENEWABLE,244.453,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
MEGHALAYA,2017,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
ODISHA,2011,ER,Capacity,SMALL HYDRO,,64.3,,,2011,"Financial Year (Apr - Mar), 2011"
CHHATTISGARH,2017,,Generation,HYDRO,NON-RENEWABLE,153.76,UTILITY,STATE,2017,"Financial Year (Apr - Mar), 2017"
TELANGANA,2014,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
KARNATAKA,2014,,Generation,DIESEL,NON-RENEWABLE,1157.93,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
ASSAM,2013,,Generation,HYDRO,NON-RENEWABLE,343.04,UTILITY,STATE,2013,"Financial Year (Apr - Mar), 2013"
NAGALAND,2018,NER,Capacity,SMALL HYDRO,,30.67,,,2018,"Financial Year (Apr - Mar), 2018"
UTTAR PRADESH,2014,,Generation,NUCLEAR,NON-RENEWABLE,2703.5,UTILITY,CENTRAL,2014,"Financial Year (Apr - Mar), 2014"
ODISHA,2019,,Generation,WIND,RENEWABLE,58.229,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
MIZORAM,2011,,Generation,DIESEL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
JHARKHAND,2013,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2013,"Financial Year (Apr - Mar), 2013"
KARNATAKA,2017,,Generation,NATURAL GAS,NON-RENEWABLE,3324.789,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
MANIPUR,2013,NER,Capacity,SMALL HYDRO,,5.45,,,2013,"Financial Year (Apr - Mar), 2013"
PUDUCHERRY,2020,SR,Potential,WIND,RENEWABLE,382,,,2020,"Financial Year (Apr - Mar), 2020"
JAMMU & KASHMIR,2020,NR,Capacity,SMALL HYDRO,,180.48,,,2020,"Financial Year (Apr - Mar), 2020"
JAMMU & KASHMIR,2020,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2019,,Generation,COAL,NON-RENEWABLE,55198.96,UTILITY,PRIVATE,2019,"Financial Year (Apr - Mar), 2019"
DADRA & NAGAR HAVELI,2011,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
MANIPUR,2011,,Generation,HYDRO,NON-RENEWABLE,603.89,UTILITY,CENTRAL,2011,"Financial Year (Apr - Mar), 2011"
KARNATAKA,2011,,Generation,BIOMASS-BAGASSE,RENEWABLE,1503.928,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
MIZORAM,2015,NER,Potential,BIOMASS,RENEWABLE,1,,,2015,"Financial Year (Apr - Mar), 2015"
ARUNACHAL PRADESH,2014,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
MIZORAM,2015,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
PUNJAB,2011,NR,Capacity,COGENERATION-BAGASSE,,74.5,,,2011,"Financial Year (Apr - Mar), 2011"
KERALA,2015,SR,Capacity,WIND,,35.1,,,2015,"Financial Year (Apr - Mar), 2015"
MANIPUR,2019,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
SIKKIM,2020,ER,Capacity,SMALL HYDRO,,52.11,,,2020,"Financial Year (Apr - Mar), 2020"
SIKKIM,2013,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2013,"Financial Year (Apr - Mar), 2013"
MIZORAM,2012,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
HIMACHAL PRADESH,2012,,Generation,HYDRO,NON-RENEWABLE,4981.39,UTILITY,PRIVATE,2012,"Financial Year (Apr - Mar), 2012"
GOA,2011,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
JAMMU & KASHMIR,2018,NR,Potential,SMALL HYDRO,RENEWABLE,1707,,,2018,"Financial Year (Apr - Mar), 2018"
LAKSHADWEEP,2016,,Generation,SOLAR,RENEWABLE,1.02,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
ANDHRA PRADESH,2017,,Generation,WIND,RENEWABLE,4.619,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
MEGHALAYA,2020,NER,Potential,SOLAR,RENEWABLE,5860,,,2020,"Financial Year (Apr - Mar), 2020"
DELHI,2013,,Generation,COAL,NON-RENEWABLE,4555.64,UTILITY,CENTRAL,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2019,WR,Potential,SMALL HYDRO,RENEWABLE,1107,,,2019,"Financial Year (Apr - Mar), 2019"
SIKKIM,2017,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
JHARKHAND,2013,,Generation,COAL,NON-RENEWABLE,8695.96,UTILITY,CENTRAL,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2015,NR,Potential,SOLAR,RENEWABLE,142310,,,2015,"Financial Year (Apr - Mar), 2015"
HIMACHAL PRADESH,2011,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
MEGHALAYA,2016,,Generation,DIESEL,NON-RENEWABLE,21.89,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
MEGHALAYA,2019,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
KERALA,2013,,Generation,HYDRO,NON-RENEWABLE,39.58,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
ASSAM,2013,,Generation,NATURAL GAS,NON-RENEWABLE,1680.33,UTILITY,CENTRAL,2013,"Financial Year (Apr - Mar), 2013"
ASSAM,2017,NER,Capacity,SMALL HYDRO,,34.11,,,2017,"Financial Year (Apr - Mar), 2017"
ANDHRA PRADESH,2020,SR,Capacity,SMALL HYDRO,,162.11,,,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2020,WR,Capacity,COGENERATION-BAGASSE,,105.35,,,2020,"Financial Year (Apr - Mar), 2020"
MANIPUR,2013,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
OTHERS,2015,IN,Potential,SOLAR,RENEWABLE,790,,,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2019,,Generation,COAL,NON-RENEWABLE,31019.46,UTILITY,STATE,2019,"Financial Year (Apr - Mar), 2019"
MADHYA PRADESH,2014,,Generation,COAL,NON-RENEWABLE,4134.78,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2015,,Generation,BIOMASS-BAGASSE,RENEWABLE,1059.332,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
TAMILNADU,2015,SR,Potential,BIOMASS,RENEWABLE,1070,,,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2013,NR,Capacity,SOLAR,,17.375,,,2013,"Financial Year (Apr - Mar), 2013"
CHHATTISGARH,2019,,Generation,SOLAR,RENEWABLE,335.154,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
MULTIPLE STATES,2017,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
SIKKIM,2013,ER,Capacity,SMALL HYDRO,,52.11,,,2013,"Financial Year (Apr - Mar), 2013"
MANIPUR,2017,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
ODISHA,2015,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2016,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2020,SR,Potential,SMALL HYDRO,RENEWABLE,102,,,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2016,,Generation,HYDRO,NON-RENEWABLE,176.51,UTILITY,CENTRAL,2016,"Financial Year (Apr - Mar), 2016"
UTTAR PRADESH,2011,NR,Capacity,WASTE,,5,,,2011,"Financial Year (Apr - Mar), 2011"
MULTIPLE STATES,2012,,Generation,HYDRO,NON-RENEWABLE,131.28,CAPTIVE,CAPTIVE,2012,"Financial Year (Apr - Mar), 2012"
CHHATTISGARH,2017,WR,Potential,BIOMASS,RENEWABLE,236,,,2017,"Financial Year (Apr - Mar), 2017"
TELANGANA,2020,,Generation,COAL,NON-RENEWABLE,30221.73,UTILITY,STATE,2020,"Financial Year (Apr - Mar), 2020"
MANIPUR,2011,,Generation,COAL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
GOA,2016,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2020,WR,Potential,SMALL HYDRO,RENEWABLE,786,,,2020,"Financial Year (Apr - Mar), 2020"
ANDHRA PRADESH,2018,SR,Capacity,COGENERATION-BAGASSE,,378.2,,,2018,"Financial Year (Apr - Mar), 2018"
BIHAR,2013,,Generation,DIESEL,NON-RENEWABLE,1.47,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
RAJASTHAN,2020,,Generation,WIND,RENEWABLE,115.51,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
SIKKIM,2016,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
NAGALAND,2017,NER,Potential,SMALL HYDRO,RENEWABLE,197,,,2017,"Financial Year (Apr - Mar), 2017"
ODISHA,2020,ER,Capacity,SMALL HYDRO,,64.625,,,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2013,,Generation,COAL,NON-RENEWABLE,7382.85,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
OTHERS,2016,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
TRIPURA,2020,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
TELANGANA,2018,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
JHARKHAND,2013,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
UTTARAKHAND,2013,,Generation,COAL,NON-RENEWABLE,805.47,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
NAGALAND,2015,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
ANDHRA PRADESH,2017,,Generation,HYDRO,NON-RENEWABLE,6.706,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
ODISHA,2012,,Generation,COAL,NON-RENEWABLE,6751.23,UTILITY,PRIVATE,2012,"Financial Year (Apr - Mar), 2012"
NAGALAND,2017,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
BIHAR,2017,ER,Potential,WASTE,RENEWABLE,73,,,2017,"Financial Year (Apr - Mar), 2017"
JAMMU & KASHMIR,2013,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
SIKKIM,2013,,Generation,DIESEL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
HARYANA,2018,NR,Potential,WASTE,RENEWABLE,24,,,2018,"Financial Year (Apr - Mar), 2018"
A & N ISLANDS,2020,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
DADRA & NAGAR HAVELI,2014,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2020,WR,Capacity,SOLAR,,231.35,,,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2013,,Generation,DIESEL,NON-RENEWABLE,310.96,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
WEST BENGAL,2014,,Generation,HYDRO,NON-RENEWABLE,186.95,UTILITY,CENTRAL,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2016,,Generation,COAL,NON-RENEWABLE,40952.93,UTILITY,PRIVATE,2016,"Financial Year (Apr - Mar), 2016"
UTTARAKHAND,2017,NR,Potential,BIOMASS,RENEWABLE,24,,,2017,"Financial Year (Apr - Mar), 2017"
ASSAM,2013,,Generation,NATURAL GAS,NON-RENEWABLE,728.05,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
ARUNACHAL PRADESH,2019,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
GUJARAT,2011,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
MADHYA PRADESH,2016,,Generation,COAL,NON-RENEWABLE,31319.93,UTILITY,CENTRAL,2016,"Financial Year (Apr - Mar), 2016"
ARUNACHAL PRADESH,2020,NER,Capacity,SOLAR,,5.61,,,2020,"Financial Year (Apr - Mar), 2020"
ASSAM,2014,,Generation,NATURAL GAS,NON-RENEWABLE,1422.88,UTILITY,STATE,2014,"Financial Year (Apr - Mar), 2014"
HIMACHAL PRADESH,2015,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2017,WR,Capacity,SMALL HYDRO,,86.16,,,2017,"Financial Year (Apr - Mar), 2017"
SIKKIM,2020,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
WEST BENGAL,2014,,Generation,COAL,NON-RENEWABLE,1663.4,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2015,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
MAHARASHTRA,2012,WR,Capacity,SMALL HYDRO,,281.33,,,2012,"Financial Year (Apr - Mar), 2012"
HARYANA,2018,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
ANDHRA PRADESH,2014,SR,Capacity,WIND,,746.2,,,2014,"Financial Year (Apr - Mar), 2014"
BIHAR,2016,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
HIMACHAL PRADESH,2014,NR,Capacity,SMALL HYDRO,,638.91,,,2014,"Financial Year (Apr - Mar), 2014"
MIZORAM,2018,,Generation,DIESEL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
RAJASTHAN,2013,,Generation,SOLAR,RENEWABLE,773.229,UTILITY,UTILITY-RE,2013,"Financial Year (Apr - Mar), 2013"
MAHARASHTRA,2012,,Generation,WASTE,RENEWABLE,0.137,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
LAKSHADWEEP,2019,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
UTTARAKHAND,2012,,Generation,SMALL HYDRO,RENEWABLE,494.261,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
ARUNACHAL PRADESH,2012,,Generation,SMALL HYDRO,RENEWABLE,13.801,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
TRIPURA,2019,NER,Capacity,SOLAR,,5.09,,,2019,"Financial Year (Apr - Mar), 2019"
TRIPURA,2011,,Generation,NATURAL GAS,NON-RENEWABLE,669.32,UTILITY,STATE,2011,"Financial Year (Apr - Mar), 2011"
PUNJAB,2020,,Generation,COAL,NON-RENEWABLE,1967.61,UTILITY,STATE,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2019,,Generation,COAL,NON-RENEWABLE,10999.171,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
UTTAR PRADESH,2017,NR,Capacity,COGENERATION-BAGASSE,,1933,,,2017,"Financial Year (Apr - Mar), 2017"
JAMMU & KASHMIR,2018,,Generation,HYDRO,NON-RENEWABLE,9800.67,UTILITY,CENTRAL,2018,"Financial Year (Apr - Mar), 2018"
TRIPURA,2014,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
UTTARAKHAND,2020,,Generation,NATURAL GAS,NON-RENEWABLE,1986.79,UTILITY,PRIVATE,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2015,,Generation,SOLAR,RENEWABLE,597.347,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2019,,Generation,WIND,RENEWABLE,671.304,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
A & N ISLANDS,2015,,Generation,DIESEL,NON-RENEWABLE,153.76,UTILITY,STATE,2015,"Financial Year (Apr - Mar), 2015"
DELHI,2018,,Generation,SOLAR,RENEWABLE,0.125,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
ASSAM,2017,,Generation,COAL,NON-RENEWABLE,307.305,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
DIU & DAMAN,2020,,Generation,SOLAR,RENEWABLE,21.828,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
A & N ISLANDS,2015,,Generation,SOLAR,RENEWABLE,12.704,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
PUNJAB,2019,,Generation,SOLAR,RENEWABLE,1492.902,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
ANDHRA PRADESH,2020,,Generation,WIND,RENEWABLE,7626.63,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
MADHYA PRADESH,2020,,Generation,COAL,NON-RENEWABLE,22219.2,UTILITY,STATE,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2018,,Generation,SOLAR,RENEWABLE,1.155,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
PUDUCHERRY,2014,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
MULTIPLE STATES,2020,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2012,WR,Capacity,SOLAR,,4,,,2012,"Financial Year (Apr - Mar), 2012"
